ID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
4723,female,group e,some college,standard,none,married,sometimes,no,4.0,school_bus,> 10,67,64,66
4724,female,group c,associate's degree,standard,completed,single,never,yes,3.0,school_bus,5 - 10,78,82,82
4725,male,group c,high school,standard,none,married,sometimes,yes,3.0,private,5 - 10,75,72,57
4726,female,group b,associate's degree,free/reduced,completed,single,sometimes,no,4.0,school_bus,> 10,70,92,91
4727,male,group c,some high school,standard,none,married,sometimes,yes,4.0,private,< 5,56,58,52
4728,female,group c,high school,free/reduced,none,single,never,no,1.0,private,< 5,29,40,37
4729,male,group a,unknown,standard,none,divorced,never,yes,0.0,school_bus,5 - 10,56,59,49
4730,male,group c,high school,standard,none,single,never,no,2.0,private,< 5,70,71,64
4731,female,group e,some high school,standard,none,divorced,sometimes,yes,1.0,private,< 5,89,91,89
4732,female,group b,high school,standard,none,married,sometimes,yes,2.0,school_bus,> 10,59,64,64
4733,male,group c,bachelor's degree,standard,none,single,sometimes,yes,6.0,school_bus,5 - 10,60,60,53
4734,female,group c,bachelor's degree,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10,64,82,80
4735,female,group b,associate's degree,standard,none,single,regularly,yes,1.0,private,5 - 10,83,88,93
4736,male,group c,high school,free/reduced,none,married,sometimes,yes,6.0,private,5 - 10,62,67,63
4737,male,group d,associate's degree,free/reduced,none,married,never,no,1.0,private,< 5,63,52,52
4738,male,group b,some college,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,47,55,42
4739,female,group e,associate's degree,free/reduced,completed,married,regularly,no,5.0,school_bus,> 10,62,66,66
4740,female,group c,bachelor's degree,standard,completed,married,never,yes,1.0,private,5 - 10,44,41,44
4741,female,group c,some college,standard,none,single,unknown,yes,4.0,school_bus,5 - 10,57,68,60
4742,male,group c,high school,free/reduced,none,married,regularly,no,1.0,unknown,< 5,71,70,64
4743,female,group e,master's degree,standard,none,divorced,sometimes,yes,4.0,private,unknown,66,58,61
4744,female,group a,unknown,free/reduced,none,married,sometimes,yes,2.0,school_bus,< 5,53,65,64
4745,female,group e,associate's degree,free/reduced,none,married,regularly,yes,3.0,private,< 5,53,71,67
4746,male,group b,associate's degree,standard,none,unknown,regularly,yes,3.0,private,> 10,83,81,80
4747,male,group d,unknown,free/reduced,none,single,sometimes,no,1.0,private,5 - 10,66,65,55
4748,male,group c,some high school,free/reduced,none,married,regularly,yes,1.0,private,< 5,35,44,30
4749,male,group e,some high school,standard,none,married,regularly,no,3.0,school_bus,5 - 10,74,71,60
4750,female,group d,associate's degree,standard,none,married,sometimes,yes,0.0,school_bus,< 5,64,73,70
4751,male,group e,high school,free/reduced,completed,divorced,sometimes,no,1.0,private,< 5,60,61,58
4752,male,group a,bachelor's degree,standard,none,married,sometimes,unknown,7.0,school_bus,unknown,75,83,74
4753,female,group c,bachelor's degree,standard,none,single,never,yes,7.0,school_bus,5 - 10,77,89,87
4754,female,group d,bachelor's degree,standard,none,married,sometimes,yes,3.0,unknown,5 - 10,62,69,69
4755,male,group c,some high school,standard,none,married,regularly,no,6.0,private,< 5,49,46,38
4756,female,group a,associate's degree,standard,none,married,regularly,yes,1.0,private,> 10,86,95,99
4757,female,group a,some high school,free/reduced,completed,married,sometimes,yes,4.0,private,5 - 10,59,71,74
4758,female,group b,high school,free/reduced,completed,married,sometimes,yes,5.0,private,< 5,63,86,79
4759,male,group b,some college,standard,completed,single,sometimes,no,4.0,school_bus,< 5,97,93,89
4760,female,group d,high school,standard,completed,married,regularly,no,3.0,private,< 5,78,91,95
4761,female,group c,some college,standard,none,single,regularly,yes,4.0,school_bus,5 - 10,88,100,97
4762,female,group b,associate's degree,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,61,65,68
4763,female,group d,some college,free/reduced,none,married,regularly,yes,0.0,school_bus,< 5,45,47,55
4764,female,group b,unknown,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,51,55,61
4765,female,group b,some college,free/reduced,completed,divorced,regularly,yes,2.0,school_bus,5 - 10,72,79,84
4766,male,group a,associate's degree,free/reduced,completed,married,sometimes,yes,2.0,private,5 - 10,51,74,69
4767,male,group d,some high school,free/reduced,none,married,sometimes,yes,0.0,school_bus,> 10,46,32,38
4768,male,group d,unknown,standard,completed,divorced,regularly,yes,2.0,school_bus,> 10,59,64,59
4769,female,group d,high school,free/reduced,none,divorced,regularly,yes,1.0,school_bus,5 - 10,57,64,64
4770,female,group e,some college,standard,none,married,sometimes,yes,4.0,private,unknown,90,100,100
4771,female,group e,associate's degree,standard,none,divorced,regularly,yes,0.0,private,> 10,70,71,75
4772,male,group c,associate's degree,standard,none,married,sometimes,yes,3.0,private,< 5,68,67,66
4773,male,group e,high school,free/reduced,none,divorced,regularly,unknown,2.0,private,5 - 10,94,80,79
4774,male,group e,associate's degree,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10,82,73,75
4775,male,group c,high school,standard,completed,divorced,sometimes,yes,0.0,unknown,5 - 10,70,61,63
4776,female,group a,some college,standard,completed,married,sometimes,no,3.0,unknown,> 10,94,100,100
4777,female,group c,associate's degree,standard,none,married,sometimes,yes,0.0,school_bus,< 5,65,73,73
4778,female,group e,some college,standard,none,married,sometimes,no,0.0,school_bus,< 5,61,66,66
4779,male,group e,bachelor's degree,standard,completed,single,never,no,2.0,private,unknown,79,59,59
4780,male,group c,some college,standard,completed,married,sometimes,no,2.0,private,> 10,58,60,59
4781,male,group a,some college,standard,completed,divorced,sometimes,no,2.0,school_bus,< 5,67,70,68
4782,male,group d,some high school,standard,none,divorced,regularly,yes,1.0,private,> 10,70,57,61
4783,male,group e,high school,standard,none,married,regularly,no,2.0,private,> 10,96,88,79
4784,male,group d,some college,standard,none,married,sometimes,yes,3.0,school_bus,< 5,61,54,60
4785,male,group e,some high school,standard,completed,divorced,regularly,yes,3.0,school_bus,< 5,82,77,82
4786,female,group e,associate's degree,standard,none,married,never,yes,1.0,private,> 10,64,63,60
4787,female,group d,associate's degree,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,40,43,43
4788,male,unknown,some college,standard,unknown,single,sometimes,no,4.0,private,5 - 10,82,74,73
4789,female,group b,high school,standard,none,married,regularly,yes,3.0,school_bus,> 10,77,79,80
4790,male,group d,high school,free/reduced,completed,married,never,no,5.0,unknown,> 10,65,67,69
4791,female,group d,bachelor's degree,free/reduced,none,married,sometimes,yes,2.0,private,5 - 10,50,54,62
4792,female,group d,bachelor's degree,standard,unknown,unknown,sometimes,yes,4.0,school_bus,5 - 10,92,97,96
4793,male,group b,high school,standard,completed,divorced,sometimes,yes,1.0,school_bus,< 5,66,56,53
4794,male,group c,some high school,standard,unknown,married,regularly,yes,2.0,school_bus,> 10,79,66,73
4795,female,group a,some college,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,70,75,75
4796,female,group a,unknown,standard,none,divorced,regularly,yes,3.0,private,< 5,68,71,71
4797,female,group b,some college,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,32,51,53
4798,female,group d,associate's degree,standard,none,divorced,regularly,yes,0.0,school_bus,< 5,68,74,85
4799,male,group b,master's degree,free/reduced,completed,married,sometimes,yes,4.0,school_bus,< 5,55,63,51
4800,female,group b,some high school,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,65,71,66
4801,female,group d,associate's degree,free/reduced,none,married,regularly,yes,0.0,school_bus,< 5,38,50,53
4802,male,group c,some high school,free/reduced,completed,married,sometimes,yes,4.0,private,< 5,41,45,38
4803,male,unknown,associate's degree,standard,completed,divorced,sometimes,yes,2.0,school_bus,5 - 10,86,92,83
4804,female,group e,associate's degree,standard,unknown,divorced,regularly,no,3.0,private,< 5,83,71,73
4805,female,group c,some high school,free/reduced,completed,divorced,never,no,4.0,school_bus,unknown,62,71,73
4806,female,group d,some college,free/reduced,none,unknown,regularly,yes,0.0,school_bus,5 - 10,61,65,68
4807,female,group c,bachelor's degree,standard,none,divorced,regularly,yes,1.0,unknown,> 10,84,90,95
4808,female,group c,some college,standard,completed,divorced,sometimes,yes,0.0,private,> 10,80,85,87
4809,male,group b,some high school,standard,none,divorced,sometimes,yes,0.0,unknown,5 - 10,57,49,44
4810,female,group e,high school,free/reduced,completed,married,regularly,yes,2.0,school_bus,< 5,65,60,66
4811,male,group b,high school,standard,completed,married,sometimes,yes,0.0,private,< 5,60,66,60
4812,male,group d,master's degree,standard,completed,married,regularly,yes,1.0,private,5 - 10,100,100,99
4813,male,group d,unknown,standard,none,married,regularly,yes,2.0,private,5 - 10,83,71,78
4814,male,unknown,master's degree,standard,none,single,regularly,yes,3.0,school_bus,> 10,66,61,58
4815,male,group b,bachelor's degree,standard,completed,divorced,never,yes,1.0,private,< 5,85,89,86
4816,male,group d,some high school,free/reduced,unknown,married,sometimes,no,3.0,school_bus,> 10,37,31,28
4817,female,group e,high school,standard,none,divorced,sometimes,yes,4.0,private,5 - 10,94,99,93
4818,female,group b,some college,standard,none,divorced,sometimes,no,3.0,school_bus,5 - 10,72,81,83
4819,female,group d,some college,standard,completed,married,never,yes,0.0,private,< 5,69,76,80
4820,male,group a,associate's degree,free/reduced,unknown,single,regularly,no,2.0,school_bus,< 5,66,68,61
4821,male,group e,some high school,standard,none,divorced,sometimes,no,1.0,school_bus,< 5,83,79,77
4822,female,group a,some high school,standard,none,married,sometimes,no,3.0,school_bus,< 5,70,83,78
4823,female,group d,unknown,standard,none,divorced,sometimes,yes,4.0,school_bus,> 10,62,54,61
4824,male,group d,bachelor's degree,standard,none,single,never,yes,2.0,school_bus,< 5,65,67,67
4825,male,group d,associate's degree,free/reduced,none,married,regularly,yes,4.0,school_bus,5 - 10,61,74,75
4826,male,group e,bachelor's degree,standard,none,married,sometimes,yes,1.0,school_bus,< 5,97,96,91
4827,male,group b,associate's degree,standard,completed,single,regularly,yes,1.0,private,5 - 10,69,58,57
4828,male,group c,some high school,standard,none,married,sometimes,yes,0.0,school_bus,< 5,56,61,54
4829,female,group a,some college,standard,unknown,unknown,regularly,no,1.0,school_bus,> 10,74,79,79
4830,female,group e,high school,standard,completed,single,sometimes,no,3.0,private,> 10,82,92,87
4831,male,group c,some college,standard,none,single,sometimes,no,4.0,school_bus,< 5,84,78,84
4832,male,group b,bachelor's degree,standard,none,single,regularly,no,0.0,private,5 - 10,91,82,88
4833,male,group a,some college,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,90,75,77
4834,male,group d,high school,standard,none,married,regularly,yes,3.0,school_bus,> 10,74,66,64
4835,male,group d,bachelor's degree,standard,none,married,regularly,yes,1.0,unknown,< 5,71,62,61
4836,female,group d,some college,free/reduced,completed,married,sometimes,yes,1.0,school_bus,5 - 10,64,63,79
4837,female,group b,bachelor's degree,free/reduced,none,divorced,sometimes,yes,3.0,private,5 - 10,81,87,91
4838,male,group b,some college,free/reduced,none,single,sometimes,yes,3.0,school_bus,5 - 10,77,72,70
4839,male,group c,high school,standard,completed,married,sometimes,yes,3.0,school_bus,< 5,77,77,69
4840,male,group c,some college,standard,unknown,married,sometimes,yes,0.0,private,> 10,62,59,58
4841,male,group b,associate's degree,standard,completed,single,sometimes,no,2.0,private,5 - 10,65,70,61
4842,female,group b,associate's degree,standard,completed,divorced,never,yes,1.0,school_bus,< 5,63,79,79
4843,male,group c,some high school,free/reduced,none,married,never,yes,3.0,school_bus,5 - 10,41,42,34
4844,female,group c,some high school,free/reduced,none,married,sometimes,no,3.0,private,5 - 10,38,51,54
4845,female,group c,some college,standard,none,married,sometimes,yes,2.0,unknown,5 - 10,62,64,61
4846,male,group b,some high school,standard,none,married,sometimes,yes,0.0,school_bus,< 5,88,75,73
4847,male,group d,some college,standard,completed,married,sometimes,no,6.0,school_bus,5 - 10,84,80,84
4848,female,group c,some high school,free/reduced,none,married,never,yes,1.0,private,< 5,44,60,50
4849,female,group d,associate's degree,free/reduced,unknown,single,sometimes,yes,1.0,school_bus,< 5,55,58,62
4850,male,group a,some high school,standard,none,single,sometimes,no,3.0,private,5 - 10,73,60,57
4851,female,group c,some high school,free/reduced,completed,married,never,yes,3.0,school_bus,> 10,51,73,69
4852,female,group b,high school,standard,none,single,sometimes,unknown,1.0,private,< 5,83,83,82
4853,female,unknown,bachelor's degree,standard,none,unknown,never,yes,1.0,private,5 - 10,79,94,88
4854,female,group c,some college,free/reduced,completed,single,sometimes,yes,1.0,private,5 - 10,86,92,97
4855,female,group c,some college,standard,unknown,married,regularly,no,2.0,private,5 - 10,72,76,79
4856,male,group c,high school,free/reduced,none,single,sometimes,yes,3.0,private,5 - 10,60,66,61
4857,female,group c,some college,standard,none,divorced,never,no,5.0,unknown,5 - 10,60,70,72
4858,male,unknown,associate's degree,standard,none,single,regularly,unknown,0.0,school_bus,< 5,83,83,81
4859,female,unknown,some high school,standard,completed,unknown,sometimes,yes,3.0,school_bus,unknown,73,79,80
4860,male,group b,some college,standard,none,married,sometimes,yes,2.0,school_bus,> 10,87,73,68
4861,male,group a,bachelor's degree,standard,none,single,regularly,yes,1.0,private,< 5,69,67,68
4862,male,group d,high school,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10,63,65,61
4863,male,group c,some college,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,62,57,57
4864,male,group b,some high school,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,76,82,75
4865,male,group c,some college,standard,none,widowed,regularly,yes,0.0,school_bus,5 - 10,39,33,37
4866,female,unknown,master's degree,standard,completed,single,regularly,no,1.0,private,5 - 10,48,60,61
4867,female,group b,some high school,standard,none,married,sometimes,yes,3.0,school_bus,< 5,39,54,47
4868,male,group b,some college,standard,none,married,regularly,yes,2.0,school_bus,< 5,61,69,64
4869,female,group c,some high school,standard,none,married,sometimes,yes,4.0,private,5 - 10,45,56,48
4870,female,group b,high school,free/reduced,none,single,never,no,2.0,school_bus,5 - 10,47,56,54
4871,female,group c,some college,standard,completed,married,sometimes,yes,2.0,private,5 - 10,77,89,91
4872,female,group e,some college,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10,51,70,64
4873,male,group c,some high school,standard,completed,single,sometimes,no,4.0,private,5 - 10,83,83,82
4874,female,group d,master's degree,standard,completed,married,sometimes,yes,4.0,private,> 10,95,96,100
4875,male,group d,high school,standard,none,married,sometimes,no,6.0,school_bus,5 - 10,60,51,53
